2to3-3.12	compat-python3-rolling-core
makeobj	kde-dev-scripts-bin
maketext	perl-Locale-Maketext-Gettext-bin
maketx	oiio-bin
mako-render	pypi-mako-bin
man	man-db-bin
man-recode	man-db-bin
mandb	man-db-bin
mandoc	mandoc-bin
mangoapp	MangoHud-bin
mangohud	MangoHud-bin
mangohudctl	MangoHud-bin
mangoplot	MangoHud-bin
manifest	byobu-bin
manpath	man-db-bin
mansect	man-pages-bin
map	perl-Unicode-Map-bin
mapscrn	kbd-bin
maq2sam-long	samtools-bin
maq2sam-short	samtools-bin
marble	marble-bin
marble-behaim	marble-bin
marble-maps	marble-bin
marcdump	perl-MARC-Record-bin
mariabackup	mariadb-basic
mariadb	mariadb-basic
mariadb-access	mariadb-basic
mariadb-admin	mariadb-basic
mariadb-backup	mariadb-basic
mariadb-binlog	mariadb-basic
mariadb-check	mariadb-basic
mariadb-client-test	mariadb-basic
mariadb-client-test-embedded	mariadb-extras
mariadb-config	mariadb-basic
mariadb-conv	mariadb-basic
mariadb-convert-table-format	mariadb-basic
mariadb-dump	mariadb-basic
mariadb-dumpslow	mariadb-basic
mariadb-embedded	mariadb-extras
mariadb-find-rows	mariadb-basic
mariadb-fix-extensions	mariadb-basic
mariadb-hotcopy	mariadb-basic
mariadb-import	mariadb-basic
mariadb-install-db	mariadb-basic
mariadb-ldb	mariadb-basic
mariadb-plugin	mariadb-basic
mariadb-secure-installation	mariadb-basic
mariadb-service-convert	mariadb-basic
mariadb-setpermission	mariadb-basic
mariadb-show	mariadb-basic
mariadb-slap	mariadb-basic
mariadb-test	mariadb-basic
mariadb-test-embedded	mariadb-extras
mariadb-tzinfo-to-sql	mariadb-basic
mariadb-upgrade	mariadb-basic
mariadb-waitpid	mariadb-basic
mariadb_config	mariadb-basic
mariadbd	mariadb-basic
mariadbd-multi	mariadb-basic
mariadbd-safe	mariadb-basic
mariadbd-safe-helper	mariadb-basic
markdown-it	pypi-markdown_it_py-bin
markdown2	pypi-markdown2-bin
markdown_py	pypi-markdown-bin
masktest	samba-bin
match_parens	texlive-basic
mathspic	texlive-basic
matrix_multiplication	helloworld-bin
mattrib	mtools-bin
maturin	pypi-maturin-bin
max5gui	linuxcnc-bin
mb2hal	linuxcnc-bin
mbadblocks	mtools-bin
mbim-network	libmbim-bin
mbimcli	libmbim-bin
mbstream	mariadb-basic
mbsync	isync-bin
mbsync-get-cert	isync-bin
mc	mc-bin
mcat	mtools-bin
mcd	mtools-bin
mcdiff	mc-bin
mcedit	mc-bin
mcelog	mcelog-bin
mcheck	mtools-bin
mckey	rdma-core-bin
mcomp	mtools-bin
mconfig	mono-bin
mcookie	util-linux-bin
mcopy	mtools-bin
mcp251xfd-dump	can-utils-bin
mcs	mono-bin
mcview	mc-bin
md2html	md4c-bin
md5fa	samtools-bin
md5pass	syslinux-extras-perl
md5sum	os-core
md5sum-lite	samtools-bin
md_hmac_demo	mbedtls-bin
mdadm	mdadm-bin
mdassembler	mono-bin
mdb_copy	lmdb-bin
mdb_dump	lmdb-bin
mdb_load	lmdb-bin
mdb_stat	lmdb-bin
mdbrebase	mono-bin
mdel	mtools-bin
mdeltree	mtools-bin
mdexport	pypi-pysaml2-bin
mdi	linuxcnc-bin
mdig	bind-utils-bin
mdir	mtools-bin
mdmon	mdadm-bin
mdoc	mono-bin
mdoc-assemble	mono-bin
mdoc-export-html	mono-bin
mdoc-export-msxdoc	mono-bin
mdoc-update	mono-bin
mdoc-validate	mono-bin
mdoctorfat	mtools-bin
mdsearch	samba-bin
mdu	mtools-bin
mdump	libMED-bin
mdump2	libMED-bin
mdump3	libMED-bin
mdump4	libMED-bin
mdvalidater	mono-bin
mech-dump	perl-WWW-Mechanize-bin
medconforme	libMED-bin
media-ctl	v4l-utils-bin
medimport	libMED-bin
megaraid_lsmplugin	libstoragemgmt-bin
meinproc6	kdoctools-bin
meld	meld-bin
melfagui	linuxcnc-bin
melt	mlt-bin
melt-7	mlt-bin
mem_image	LibRaw-bin
membw	intel-cmt-cat-bin
memcached	memcached-bin
memcached-tool	memcached-extras
memcapable	libmemcached-bin
memcat	libmemcached-bin
memcp	libmemcached-bin
memdiskfind	syslinux-bin
memdump	libmemcached-bin
memerror	libmemcached-bin
memexist	libmemcached-bin
memflush	libmemcached-bin
memhog	numactl-bin
memkind-auto-dax-kmem-nodes	memkind-bin
memkind-hbw-nodes	memkind-bin
memparse	libmemcached-bin
memping	libmemcached-bin
memprof2calltree	kcachegrind-bin
memrm	libmemcached-bin
memslap	libmemcached-bin
memstat	libmemcached-bin
memtier	memkind-bin
memtier_benchmark	memtier_benchmark-bin
memtouch	libmemcached-bin
mendex	texlive-basic
menuconfig	python-kconfiglib-bin
merge_metadata	pypi-pysaml2-bin
mergecap	wireshark-bin
mergerepo_c	createrepo_c-bin
mergesolv	libsolv-bin
mersenne	calc-bin
mesa-overlay-control.py	mesa-bin
mesa_clc	mesa-clc-bin
mesg	util-linux-bin
meson	meson-bin
message_aggregator	wsjtx-bin
metacity	metacity-bin
metacity-message	metacity-bin
metacity-theme-viewer	metacity-bin
metaflac	flac-bin
metatest	mbedtls-bin
mev	gpm-bin
mex	texlive-basic
mf	texlive-basic
mf-nowin	texlive-basic
mf2pt1	texlive-basic
mflua	texlive-basic
mflua-nowin	texlive-basic
mfluajit	texlive-basic
mfluajit-nowin	texlive-basic
mformat	mtools-bin
mfplain	texlive-basic
mft	texlive-basic
mg.A.x	npb-bin
mg.B.x	npb-bin
mg.C.x	npb-bin
mg.D.x	npb-bin
mg.E.x	npb-bin
mg.S.x	npb-bin
mg.W.x	npb-bin
mib2c	net-snmp-bin
mib2c-update	net-snmp-bin
mid3cp	pypi-mutagen-bin
mid3iconv	pypi-mutagen-bin
mid3v2	pypi-mutagen-bin
midi2xml	gsequencer-bin
midicat	sndio-bin
mido-connect	pypi-mido-bin
mido-play	pypi-mido-bin
mido-ports	pypi-mido-bin
mido-serve	pypi-mido-bin
migratepages	numactl-bin
migspeed	numactl-bin
milltask	linuxcnc-bin
millturngui	linuxcnc-bin
minetest	luanti-bin
minetestserver	luanti-extras
minfo	mtools-bin
mini_client	mbedtls-bin
minicom	minicom-bin
minimodem	minimodem-bin
minuet	minuet-bin
mirrorMappings	perl-Unicode-Map-bin
mispipe	moreutils-basic
mitsub_vfd	linuxcnc-bin
mix	elixir-bin
mixartloader	alsa-tools-bin
mixer	mixer-tools-bin
mk4ht	texlive-basic
mkCSGB2312	perl-Unicode-Map-bin
mk_cmds	e2fsprogs-extras
mkbitmap	potrace-bin
mkbundle	mono-bin
mkdir	os-core
mkdiskimage	syslinux-extras-perl
mkdocs	pypi-mkdocs-bin
mkdocs-get-deps	pypi-mkdocs_get_deps-bin
mkdosfs	dosfstools-bin
mke2fs	e2fsprogs-extras
mkepmlist	epm-bin
mkfifo	os-core
mkfontdir	mkfontdir-bin
mkfontscale	mkfontscale-bin
mkfs	util-linux-bin
mkfs.bcachefs	bcachefs-tools-bin
mkfs.btrfs	btrfs-progs-bin
mkfs.cramfs	util-linux-extras
mkfs.exfat	exfatprogs-bin
mkfs.ext2	e2fsprogs-extras
mkfs.ext3	e2fsprogs-extras
mkfs.ext4	e2fsprogs-extras
mkfs.f2fs	f2fs-tools-bin
mkfs.fat	dosfstools-bin
mkfs.fuse.bcachefs	bcachefs-tools-bin
mkfs.jffs2	mtd-utils-bin
mkfs.msdos	dosfstools-bin
mkfs.ntfs	ntfs-3g-bin
mkfs.ubifs	mtd-utils-bin
mkfs.vfat	dosfstools-bin
mkfs.xfs	xfsprogs-bin
mkgrkindex	texlive-basic
mkhomedir_helper	Linux-PAM-bin
mkindex	texlive-basic
mkisofs	xorriso-bin
mkjobtexmf	texlive-basic
mklost+found	e2fsprogs-bin
mkmanifest	mtools-bin
mkmapfile	perl-Unicode-Map-bin
mknod	os-core
mkntfs	ntfs-3g-bin
mkocp	texlive-basic
mkoctfile	octave-bin
mkoctfile-9.4.0	octave-bin
mkofm	texlive-basic
mkosi	mkosi-bin
mkosi-addon	mkosi-bin
mkosi-initrd	mkosi-bin
mkosi-sandbox	mkosi-bin
mkpasswd	whois-extras
mkpic	texlive-basic
mkroot	modules-bin
mksquashfs	squashfs-tools-bin
mkswap	util-linux-bin
mkt1font	texlive-basic
mktemp	os-core
mktexfmt	texlive-basic
mktexlsr	texlive-basic
mktexmf	texlive-basic
mktexpk	texlive-basic
mktextfm	texlive-basic
mlabel	mtools-bin
mllatex	texlive-basic
mltex	texlive-basic
mm-common-get	mm-common-bin
mm-common-prepare	mm-common-bin
mm2gv	graphviz-bin
mmafm	texlive-basic
mmc	mmc-utils-bin
mmc-tool	libcdio-bin
mmcli	ModemManager-bin
mmd	mtools-bin
mmdblookup	libmaxminddb-bin
mmdbresolve	wireshark-bin
mmount	mtools-bin
mmove	mtools-bin
mmpfb	texlive-basic
mmroff	groff-extras
mock	mock-bin
mock-parse-buildlog	mock-bin
mockchain	mock-bin
mod	mono-bin
modcompile	linuxcnc-bin
modifyrepo_c	createrepo_c-bin
modinfo	kmod-bin
modpods	perl-pmtools-bin
modprobe	kmod-bin
modsec-rules-check	modsecurity-bin
modularize	llvm-bin
modularize-14	llvm14-bin
modularize-15	llvm15-bin
modularize-16	llvm16-bin
modularize-17	llvm17-bin
modularize-18	llvm18-bin
modularize-19	llvm19-bin
modularize-20	llvm-bin
module-starter	perl-Module-Starter-bin
modulecmd	modules-bin
modulegraph	pypi-modulegraph-bin
modulemd-validator	libmodulemd-bin
modutil	nss-bin
mof_compiler	pypi-pywbem-bin
mof_compiler.bat	pypi-pywbem-bin
moggsplit	pypi-mutagen-bin
mogrify	ImageMagick-bin
mojo	perl-Mojolicious-bin
mokutil	mokutil-bin
mold	mold-bin
molecule	pypi-molecule-bin
mongoose	SuiteSparse-bin
monitor-sensor	iio-sensor-proxy-bin
monitor-xhc-hb04	linuxcnc-bin
mono	mono-bin
mono-api-html	mono-bin
mono-api-info	mono-bin
mono-boehm	mono-bin
mono-cil-strip	mono-bin
mono-configuration-crypto	mono-bin
mono-find-provides	mono-bin
mono-find-requires	mono-bin
mono-gdb.py	mono-bin
mono-hang-watchdog	mono-bin
mono-heapviz	mono-bin
mono-package-runtime	mono-bin
mono-service	mono-bin
mono-service2	mono-bin
mono-sgen	mono-bin
mono-sgen-gdb.py	mono-bin
mono-shlib-cop	mono-bin
mono-symbolicate	mono-bin
mono-test-install	mono-bin
mono-xmltool	mono-bin
monodis	mono-bin
monodocer	mono-bin
monodocs2html	mono-bin
monodocs2slashdoc	mono-bin
monolinker	mono-bin
monop	mono-bin
monop2	mono-bin
montage	ImageMagick-bin
moose-outdated	perl-Moose-bin
morbo	perl-Mojolicious-bin
more	util-linux-bin
mosh	mosh-bin
mosh-client	mosh-bin
mosh-server	mosh-bin
mosquitto	mosquitto-bin
mosquitto_ctrl	mosquitto-bin
mosquitto_passwd	mosquitto-bin
mosquitto_pub	mosquitto-bin
mosquitto_rr	mosquitto-bin
mosquitto_sub	mosquitto-bin
motd-update.sh	motd-update
motion-logger	linuxcnc-bin
mount	util-linux-bin
mount.bcachefs	bcachefs-tools-bin
mount.cifs	cifs-utils-bin
mount.ddi	systemd-bin
mount.efs	amazon-efs-utils-bin
mount.fuse.bcachefs	bcachefs-tools-bin
mount.fuse3	fuse-bin
mount.glusterfs	glusterfs-bin
mount.lowntfs-3g	ntfs-3g-bin
mount.nfs	nfs-utils-bin
mount.nfs4	nfs-utils-bin
mount.ntfs	ntfs-3g-bin
mount.ntfs-3g	ntfs-3g-bin
mount.smb3	cifs-utils-bin
mount.ubifs	mtd-utils-bin
mountpoint	util-linux-bin
mountstats	nfs-utils-extras
mouse-dpi-tool	libevdev-bin
mouse-test	gpm-bin
moveoff_gui	linuxcnc-bin
mozcerts-qt5	qca-qt5-bin
mozcerts-qt6	qca-bin
mozroots	mono-bin
mp2bug	mod_perl-bin
mpartition	mtools-bin
mpathpersist	multipath-tools-bin
mpeg2vaenc	libva-utils-bin
mpeg2vldemo	libva-utils-bin
mpg123	mpg123-bin
mpg123-id3dump	mpg123-bin
mpg123-strip	mpg123-bin
mpiCC	openmpi-bin
mpi_demo	mbedtls-bin
mpic++	openmpi-bin
mpicalc	libgcrypt-bin
mpicc	openmpi-bin
mpicxx	openmpi-bin
mpiexec	openmpi-bin
mpif77	openmpi-bin
mpif90	openmpi-bin
mpifort	openmpi-bin
mpirun	openmpi-bin
mpmetis	metis-bin
mpost	texlive-basic
mpris-proxy	bluez-bin
mprof-report	mono-bin
mpstat	sysstat-bin
mptopdf	texlive-basic
mpv	mpv-bin
mqtt-publisher	linuxcnc-bin
mrd	mtools-bin
mren	mtools-bin
mrtg2pcp	pcp-bin
ms_print	valgrind-bin
mscore	MuseScore-bin
msgattrib	gettext-bin
msgcat	gettext-bin
msgcmp	gettext-bin
msgcomm	gettext-bin
msgconv	gettext-bin
msgen	gettext-bin
msgexec	gettext-bin
msgfilter	gettext-bin
msgfmt	gettext-bin
msggrep	gettext-bin
msginit	gettext-bin
msgmerge	gettext-bin
msgunfmt	gettext-bin
msguniq	gettext-bin
msguntypot	po4a-bin
mshortname	mtools-bin
mshowfat	mtools-bin
msidb	wine-bin
msiexec	wine-bin
msk144code	wsjtx-bin
msm_dp_compliance	igt-gpu-tools-bin
msmtp	msmtp-bin
msmtpd	msmtp-bin
msql2mysql	mariadb-basic
msr-cpuid	msr-tools-bin
mstconfig	mstflint-bin
mstflint	mstflint-bin
mstmcra	mstflint-bin
mstmread	mstflint-bin
mstmtserver	mstflint-bin
mstmwrite	mstflint-bin
mstregdump	mstflint-bin
mstvpd	mstflint-bin
msxlint	texlive-basic
mtd_debug	mtd-utils-bin
mtdev-test	mtdev-bin
mtdinfo	mtd-utils-bin
mtdpart	mtd-utils-bin
mtools	mtools-bin
mtoolstest	mtools-bin
mtp-albumart	libmtp-bin
mtp-albums	libmtp-bin
mtp-connect	libmtp-bin
mtp-delfile	libmtp-bin
mtp-detect	libmtp-bin
mtp-emptyfolders	libmtp-bin
mtp-files	libmtp-bin
mtp-filetree	libmtp-bin
mtp-folders	libmtp-bin
mtp-format	libmtp-bin
mtp-getfile	libmtp-bin
mtp-getplaylist	libmtp-bin
mtp-hotplug	libmtp-bin
mtp-newfolder	libmtp-bin
mtp-newplaylist	libmtp-bin
mtp-playlists	libmtp-bin
mtp-reset	libmtp-bin
mtp-sendfile	libmtp-bin
mtp-sendtr	libmtp-bin
mtp-thumb	libmtp-bin
mtp-tracks	libmtp-bin
mtp-trexist	libmtp-bin
mtr	mtr
mtr-packet	mtr-setuid
mtrace-reader.py	sof-bin-bin
mtxrun	texlive-basic
mtxrunjit	texlive-basic
mtype	mtools-bin
multibibliography	texlive-basic
multimon-ng	multimon-ng-bin
multipath	multipath-tools-bin
multipathc	multipath-tools-bin
multipathd	multipath-tools-bin
multirender_test	LibRaw-bin
multixterm	expect-bin
mumble	mumble-bin
mumble-overlay	mumble-bin
mumble-server	mumble-extras
mumble-server-user-wrapper	mumble-extras
munch	hunspell-bin
munge	munge-bin
munged	munge-bin
mungekey	munge-bin
musixflx	texlive-basic
musixtex	texlive-basic
musl-gcc	musl-bin
mutagen-inspect	pypi-mutagen-bin
mutagen-pony	pypi-mutagen-bin
mutt	mutt-bin
mutt_pgpring	mutt-bin
muttbug	mutt-bin
mutter	mutter-bin
mv	os-core
mvxattr	samba-bin
mwaw2csv	libmwaw-bin
mwaw2html	libmwaw-bin
mwaw2raw	libmwaw-bin
mwaw2svg	libmwaw-bin
mwaw2text	libmwaw-bin
mwawFile	libmwaw-bin
mwawZip	libmwaw-bin
mwm	motif-bin
mxtar	mtools-bin
my_print_defaults	mariadb-basic
myisam_ftdump	mariadb-basic
myisamchk	mariadb-basic
myisamlog	mariadb-basic
myisampack	mariadb-basic
mymeta-cpanfile	perl-Module-CPANfile-bin
mypy	mypy-bin
mypyc	mypy-bin
myrocks_hotbackup	mariadb-basic
mysql	mariadb-basic
mysql_client_test	mariadb-basic
mysql_client_test_embedded	mariadb-extras
mysql_config	mariadb-basic
mysql_convert_table_format	mariadb-basic
mysql_embedded	mariadb-extras
mysql_find_rows	mariadb-basic
mysql_fix_extensions	mariadb-basic
mysql_install_db	mariadb-basic
mysql_ldb	mariadb-basic
mysql_plugin	mariadb-basic
mysql_secure_installation	mariadb-basic
mysql_setpermission	mariadb-basic
mysql_tzinfo_to_sql	mariadb-basic
mysql_upgrade	mariadb-basic
mysql_waitpid	mariadb-basic
mysqlaccess	mariadb-basic
mysqladmin	mariadb-basic
mysqlbinlog	mariadb-basic
mysqlcheck	mariadb-basic
mysqld	mariadb-basic
mysqld_multi	mariadb-basic
mysqld_safe	mariadb-basic
mysqld_safe_helper	mariadb-basic
mysqldump	mariadb-basic
mysqldumpslow	mariadb-basic
mysqlhotcopy	mariadb-basic
mysqlimport	mariadb-basic
mysqlshow	mariadb-basic
mysqlslap	mariadb-basic
mysqltest	mariadb-basic
mysqltest_embedded	mariadb-extras
myst-anchors	pypi-myst_parser-bin
myst-docutils-demo	pypi-myst_parser-bin
myst-docutils-html	pypi-myst_parser-bin
myst-docutils-html5	pypi-myst_parser-bin
myst-docutils-latex	pypi-myst_parser-bin
myst-docutils-pseudoxml	pypi-myst_parser-bin
myst-docutils-xml	pypi-myst_parser-bin
myst-inv	pypi-myst_parser-bin
mystnb-docutils-html	pypi-myst_nb-bin
mystnb-docutils-html5	pypi-myst_nb-bin
mystnb-docutils-latex	pypi-myst_nb-bin
mystnb-docutils-pseudoxml	pypi-myst_nb-bin
mystnb-docutils-xml	pypi-myst_nb-bin
mystnb-quickstart	pypi-myst_nb-bin
mystnb-to-jupyter	pypi-myst_nb-bin
mytop	mariadb-basic
mzip	mtools-bin
named-checkzone	bind-utils-bin
named-compilezone	bind-utils-bin
namei	util-linux-bin
nameif	net-tools-basic
nanddump	mtd-utils-bin
nandflipbits	mtd-utils-bin
nandtest	mtd-utils-bin
nandwrite	mtd-utils-bin
nano	nano-bin
nasm	nasm-bin
natsort	pypi-natsort-bin
nautilus	nautilus-bin
nautilus-autorun-software	nautilus-bin
nc	nmap-extras
nc-config	netcdf-bin
nc4print	netcdf-bin
ncat	nmap-extras
nccopy	netcdf-bin
ncdu	ncdu-bin
ncdump	netcdf-bin
ncgen	netcdf-bin
ncgen3	netcdf-bin
ncursesw6-config	ncurses-bin
ndctl	ndctl-bin
ndg_httpclient	pypi-ndg_httpsclient-bin
ndiff	nmap-bin
ndisasm	nasm-bin
ndmetis	metis-bin
ndpiReader	ndpi-bin
ndptool	libndp-bin
ndrdump	samba-bin
nearblack	gdal-bin
neato	graphviz-bin
neofetch	neofetch-bin
neomutt	neomutt-bin
neon-config	neon-bin
neqn	groff-bin
net	samba-bin
net-mqtt-pub	perl-Net-MQTT-bin
net-mqtt-sub	perl-Net-MQTT-bin
net-mqtt-trace	perl-Net-MQTT-bin
net-server	perl-Net-Server-bin
net-snmp-cert	net-snmp-bin
net-snmp-config	net-snmp-bin
net-snmp-create-v3-user	net-snmp-bin
netaddr	netaddr-bin
netcap	libcap-ng-bin
netdata	netdata-bin
netdata-claim.sh	netdata-bin
netdatacli	netdata-bin
netfix	pm-graph-bin
nethogs	nethogs-bin
netkey-tool	OpenSC-bin
netloc_draw_to_json	hwloc-basic
netloc_ib_extract_dats	hwloc-basic
netloc_ib_gather_raw	hwloc-basic
netloc_mpi_find_hosts	hwloc-basic
netloc_rank_order	hwloc-basic
netplan	netplan
netstat	net-tools-basic
nettle-pbkdf2	nettle-bin
networkctl	systemd-bin
newaliases	postfix-bin
newgidmap	os-core
newgrp	os-core
newuidmap	os-core
newusers	os-core
nextcloud	nextcloud-desktop-bin
nextcloudcmd	nextcloud-desktop-bin
nf-config	netcdf-fortran-bin
nf-ct-add	libnl-bin
nf-ct-events	libnl-bin
nf-ct-list	libnl-bin
nf-exp-add	libnl-bin
nf-exp-delete	libnl-bin
nf-exp-list	libnl-bin
nf-log	libnl-bin
nf-monitor	libnl-bin
nf-queue	libnl-bin
nfct	conntrack-tools-bin
nfnl_osf	iptables-bin
nfs_lsmplugin	libstoragemgmt-bin
nfsconf	nfs-utils-bin
nfsdcld	nfs-utils-bin
nfsdclddb	nfs-utils-extras
nfsdclnts	nfs-utils-extras
nfsdcltrack	nfs-utils-bin
nfsidmap	nfs-utils-bin
nfsiostat	nfs-utils-extras
nfsref	nfs-utils-bin
nfsstat	nfs-utils-bin
nft	nftables-bin
nftl_format	mtd-utils-bin
nftldump	mtd-utils-bin
ngcgui	linuxcnc-bin
ngettext	gettext-bin
nginx	nginx-bin
nginx-mainline	nginx-mainline-bin
nginx-module	nginx-mainline-extras-modulebuild
ngspice	ngspice-bin
nhlt-dmic-info	alsa-utils-bin
nhrpd	quagga-bin
nib-conform	pypi-nibabel-bin
nib-convert	pypi-nibabel-bin
nib-dicomfs	pypi-nibabel-bin
nib-diff	pypi-nibabel-bin
nib-ls	pypi-nibabel-bin
nib-nifti-dx	pypi-nibabel-bin
nib-roi	pypi-nibabel-bin
nib-stats	pypi-nibabel-bin
nib-tck2trk	pypi-nibabel-bin
nib-trk2tck	pypi-nibabel-bin
nice	os-core
niceload	parallel-bin
nicstat	nicstat-bin
nim	nim-bin
nimble	nim-bin
nimgrep	nim-bin
nimsuggest	nim-bin
ninja	ninja-bin
ninjas	ninja-bin
nisdomainname	net-tools-basic
nl	os-core
nl-addr-add	libnl-bin
nl-addr-delete	libnl-bin
nl-addr-list	libnl-bin
nl-class-add	libnl-bin
nl-class-delete	libnl-bin
nl-class-list	libnl-bin
nl-classid-lookup	libnl-bin
nl-cls-add	libnl-bin
nl-cls-delete	libnl-bin
nl-cls-list	libnl-bin
nl-fib-lookup	libnl-bin
nl-link-enslave	libnl-bin
nl-link-ifindex2name	libnl-bin
nl-link-list	libnl-bin
nl-link-name2ifindex	libnl-bin
nl-link-release	libnl-bin
nl-link-set	libnl-bin
nl-link-stats	libnl-bin
nl-list-caches	libnl-bin
nl-list-sockets	libnl-bin
nl-monitor	libnl-bin
nl-neigh-add	libnl-bin
nl-neigh-delete	libnl-bin
nl-neigh-list	libnl-bin
nl-neightbl-list	libnl-bin
nl-nh-list	libnl-bin
nl-pktloc-lookup	libnl-bin
nl-qdisc-add	libnl-bin
nl-qdisc-delete	libnl-bin
nl-qdisc-list	libnl-bin
nl-route-add	libnl-bin
nl-route-delete	libnl-bin
nl-route-get	libnl-bin
nl-route-list	libnl-bin
nl-rule-list	libnl-bin
nl-tctree-list	libnl-bin
nl-util-addr	libnl-bin
nload	nload-bin
nltk	pypi-nltk-bin
nm	binutils-bin
nm-applet	network-manager-applet-bin
nm-connection-editor	network-manager-applet-bin
nm-online	NetworkManager-bin
nmap	nmap-bin
nmapfe	nmap-bin
nmbd	samba-bin
nmblookup	samba-bin
nmcli	NetworkManager-bin
nngcat	nng-bin
node	nodejs-bin
nodeenv	pypi-nodeenv-bin
nohup	os-core
nologin	os-core
noncvslist	kde-dev-scripts-bin
nonsvnlist	kde-dev-scripts-bin
nop	graphviz-bin
nopaste	perl-App-Nopaste-bin
normalizer	pypi-charset_normalizer-bin
notepad	wine-bin
notify-send	libnotify-bin
notmuch	notmuch-bin
novo2sam.pl	samtools-bin
npa-tool	OpenSC-bin
npb-run-mpi.sh	npb-bin
npb-run-omp.sh	npb-bin
nping	nmap-bin
npm	nodejs-bin
nproc	os-core
nproxy	pdns-bin
npth-config	npth-bin
npx	nodejs-bin
nroff	groff-bin
nrpe	nrpe-bin
nscd	glibc-nscd
nsec3dig	pdns-bin
nsec3hash	bind-utils-bin
nsenter	util-linux-bin
nsgmls	OpenSP-bin
nslcd	nss-pam-ldapd-bin
nslookup	bind-utils-bin
nsm	linuxptp-bin
nspr-config	nspr-dev
nss-config	nss-dev
nstat	iproute2-basic
nsupdate	bind-utils-bin
ntfs-3g	ntfs-3g-bin
ntfs-3g.probe	ntfs-3g-bin
ntfscat	ntfs-3g-bin
ntfsclone	ntfs-3g-bin
ntfscluster	ntfs-3g-bin
ntfscmp	ntfs-3g-bin
ntfscp	ntfs-3g-bin
ntfsfix	ntfs-3g-bin
ntfsinfo	ntfs-3g-bin
ntfslabel	ntfs-3g-bin
ntfsls	ntfs-3g-bin
ntfsresize	ntfs-3g-bin
ntfsundelete	ntfs-3g-bin
ntlm_auth	samba-bin
ntopng	ntopng-bin
ntpdate	ntp-bin
ntpshmmon	gpsd-bin
ntv2firmwareinstaller	libajantv2-bin
ntv2thermo	libajantv2-bin
nu	nushell-bin
numactl	numactl-bin
numademo	numactl-bin
numastat	numactl-bin
numatop	numatop-bin
numbers2csv	libetonyek-bin
numbers2raw	libetonyek-bin
numbers2text	libetonyek-bin
numfmt	os-core
numlockx	numlockx-bin
numpy-config	pypi-numpy-bin
numpydoc	pypi-numpydoc-bin
nut-scanner	nut-bin
nutconf	nut-bin
nvim	neovim-bin
nvme	nvme-cli-bin
nvptx-arch	llvm-bin
nvptx-arch-16	llvm16-bin
nvptx-arch-17	llvm17-bin
nvptx-arch-18	llvm18-bin
nvptx-arch-19	llvm19-bin
nvptx-arch-20	llvm-bin
nvptx-arch-dpcpp	dpcpp-compiler-bin
oLschema2ldif	samba-bin
oathtool	oath-toolkit-bin
objcopy	binutils-bin
objdump	binutils-bin
object-remote-node	perl-Object-Remote-bin
object-remote-slave	perl-Object-Remote-bin
obs	obs-studio-basic
obs-ffmpeg-mux	obs-studio-basic
obxprop	openbox-bin
ocaml	ocaml-bin
ocamlbuild	ocamlbuild-bin
ocamlbuild.byte	ocamlbuild-bin
ocamlbuild.native	ocamlbuild-bin
ocamlc	ocaml-bin
ocamlc.byte	ocaml-bin
ocamlc.opt	ocaml-bin
ocamlcmt	ocaml-bin
ocamlcp	ocaml-bin
ocamldebug	ocaml-bin
ocamldep	ocaml-bin
ocamldep.byte	ocaml-bin
ocamldep.opt	ocaml-bin
ocamldoc	ocaml-bin
ocamldoc.opt	ocaml-bin
ocamllex	ocaml-bin
ocamllex.byte	ocaml-bin
ocamllex.opt	ocaml-bin
ocamlmklib	ocaml-bin
ocamlmktop	ocaml-bin
ocamlobjinfo	ocaml-bin
ocamlobjinfo.byte	ocaml-bin
ocamlobjinfo.opt	ocaml-bin
ocamlopt	ocaml-bin
ocamlopt.byte	ocaml-bin
ocamlopt.opt	ocaml-bin
ocamloptp	ocaml-bin
ocamlprof	ocaml-bin
ocamlrun	ocaml-bin
ocamlrund	ocaml-bin
ocamlruni	ocaml-bin
ocamlyacc	ocaml-bin
ocioarchive	OpenColorIO-bin
ociobakelut	OpenColorIO-bin
ociocheck	OpenColorIO-bin
ociochecklut	OpenColorIO-bin
ocioconvert	OpenColorIO-bin
ociocpuinfo	OpenColorIO-bin
ociodisplay	OpenColorIO-bin
ociolutimage	OpenColorIO-bin
ociomakeclf	OpenColorIO-bin
ocioperf	OpenColorIO-bin
ociowrite	OpenColorIO-bin
ocprint	netcdf-bin
ocs	cscope-bin
ocsptool	gnutls-bin
octave	octave-bin
octave-9.4.0	octave-bin
octave-cli	octave-bin
octave-cli-9.4.0	octave-bin
octave-config	octave-bin
octave-config-9.4.0	octave-bin
od	os-core
odbc_config	unixODBC-bin
odbcinst	unixODBC-bin
odvicopy	texlive-basic
odvitype	texlive-basic
offload-arch-dpcpp	dpcpp-compiler-bin
ofm2opl	texlive-basic
ogr2ogr	gdal-bin
ogr_layer_algebra	gdal-bin
ogr_layer_algebra.py	gdal-bin
ogrinfo	gdal-bin
ogrlineref	gdal-bin
ogrmerge	gdal-bin
ogrmerge.py	gdal-bin
ogrtindex	gdal-bin
oid2name	postgresql-basic
oiiotool	oiio-bin
okular	okular-bin
oldconfig	python-kconfiglib-bin
olddefconfig	python-kconfiglib-bin
ollama	ollama-bin
omfonts	texlive-basic
ompi_info	openmpi-bin
